surface_id,surface,label,count,status,reason,canonical,label_final,label_conflict,labels_seen,package_count,document_count,example_sentence_id,example_text,example_path
sf_04e5c7430f29c8ea,tải trọng,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,tải trọng,VEHICLE_CONDITION_OR_EQUIPMENT,True,VEHICLE_CONDITION_OR_EQUIPMENT:4; CONDITION:2,2,2,119_2024_nd_cp.phu_luc_thong_tin_trong_csdl_thanh_toan_dien_tu_giao_thong_duong_bo.appendix_point_d.passage.s001,tải trọng,"Phụ lục > THÔNG TIN TRONG CƠ SỞ DỮ LIỆU THANH TOÁN ĐIỆN TỬ GIAO THÔNG ĐƯỜNG BỘ > 1. Thông tin tài khoản giao thông > d) Thông tin phương tiện gắn thẻ đầu cuối: Biển số xe, số khung, số máy, tải trọng, số chỗ ngồi, loại xe; giấy chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường; giấy chứng minh xe ưu tiên (nếu có)."
sf_73c77dd6c58e5da1,vũ khí thể thao,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,vũ khí thể thao,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,2,2,100_2015_qh13.dieu_306.passage.s001,vũ khí thể thao,"100/2015/QH13 > Phần thứ hai. CÁC TỘI PHẠM > Chương XXI. CÁC TỘI XÂM PHẠM AN TOÀN CÔNG CỘNG, TRẬT TỰ CÔNG CỘNG > Mục 3. CÁC TỘI PHẠM KHÁC XÂM PHẠM AN TOÀN CÔNG CỘNG > Điều 306. Tội chế tạo, tàng trữ, vận chuyển, sử dụng, mua bán trái phép hoặc chiếm đoạt súng săn, vũ khí thô sơ, vũ khí thể thao, công cụ hỗ trợ và các vũ khí khác có tính năng tác dụng tương tự"
sf_735d81bdfe2dd9c4,xe ô tô có tay lái ở bên phải,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,xe ô tô có tay lái ở bên phải,VEHICLE_CONDITION_OR_EQUIPMENT,True,VEHICLE:26; VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,151_2024_nd_cp.mau_so_04c_vb_khong_chap_thuan_hoac_dinh_chi_hoat_dong_to_chuc_cho_nguoi_nuoc_ng_4997edea.field_ve_viec_to_chuc_cho_nguoi_nuoc_ngoai_ddua_xe_co_gioi_nuoc_ngoai_vao_viet_nam_du_lich_hoac_to_chuc_ca_nhan_ddua_xe_o_to_co_tay_lai_o_ben_phai_vao_tham_gia_giao_thong_tai_viet_nam_khong_phai_muc_ddich_du_lich_theo_...................3............_cuc_canh_sat_giao_thong_co_y_kien_nhu_sau_5.passage.s001,xe ô tô có tay lái ở bên phải,"Mẫu số 04c > Văn bản không chấp thuận hoặc đình chỉ hoạt động tổ chức cho người nước ngoài đưa xe cơ giới nước ngoài vào Việt Nam du lịch đối với doanh nghiệp kinh doanh dịch vụ lữ hành quốc tế của Việt Nam; tổ chức, cá nhân đưa xe ô tô có tay lái ở bên phải vào tham gia giao thông tại Việt Nam không phải mục đích du lịch > Mẫu số 04c. Văn bản không chấp thuận hoặc đình chỉ hoạt động tổ chức cho người nước ngoài đưa xe cơ giới nước ngoài vào Việt Nam du lịch đối với doanh nghiệp kinh doanh dịch vụ lữ hành quốc tế của Việt Nam; tổ chức, cá nhân đưa xe ô tô có tay lái ở bên phải vào tham gia giao thông tại Việt Nam không phải mục đích du lịch > Về việc tổ chức cho người nước ngoài đưa xe cơ giới nước ngoài vào Việt Nam du lịch hoặc tổ chức, cá nhân đưa xe ô tô có tay lái ở bên phải vào tham gia giao thông tại Việt Nam không phải mục đích du lịch theo ……………….(3)............, Cục Cảnh sát giao thông có ý kiến như sau:"
sf_998882a66f1336a7,điện thoại di động,VEHICLE_CONDITION_OR_EQUIPMENT,4,accept,auto_accept_count_ge_3,điện thoại di động,VEHICLE_CONDITION_OR_EQUIPMENT,False,VEHICLE_CONDITION_OR_EQUIPMENT:4,1,1,12_2025_tt_bca.phu_luc_iii_quy_trinh_sat_hach_lai_xe_hang_b1.appendix_item_decimal_4_22.passage.s002,điện thoại di động,"Phụ lục III > QUY TRÌNH SÁT HẠCH LÁI XE HẠNG B1 > B. SÁT HẠCH THỰC HÀNH > I. Đối với sát hạch viên: mỗi khu vực sát hạch có tối thiểu 02 sát hạch viên làm nhiệm vụ; trong đó, có 01 sát hạch viên làm nhiệm vụ tiếp nhận và sắp xếp xe cho thí sinh và 01 sát hạch viên làm việc tại khu vực kiểm tra nhận dạng. > 4. Theo dõi quá trình sát hạch, không để thí sinh mang điện thoại di động, thiết bị viễn thông lên xe sát hạch; không để người không có nhiệm vụ vào sân sát hạch và báo cáo Chủ tịch hội đồng sát hạch trường hợp thí sinh cố tình mang điện thoại di động, thiết bị viễn thông lên xe sát hạch."
sf_073de01c28030be5,bộ giao thông vận tải,ACTOR,3,accept,auto_accept_count_ge_3,bộ giao thông vận tải,ACTOR,False,ACTOR:3,3,3,119_2024_nd_cp.dieu_3.khoan_5.diem_a.passage.s001,Bộ Giao thông vận tải,"119/2024/ND-CP > Chương I. QUY ĐỊNH CHUNG > Điều 3. Giải thích từ ngữ > Khoản 5. Cơ quan có thẩm quyền bao gồm: > Điểm a. Bộ Giao thông vận tải đối với các dự án đầu tư kết cấu hạ tầng đường bộ có thu tiền sử dụng đường bộ do Bộ Giao thông vận tải quản lý, các dự án của Tổng công ty Đầu tư phát triển đường cao tốc Việt Nam và các dịch vụ liên quan đến hoạt động giao thông của phương tiện do Bộ Giao thông vận tải quản lý;"
sf_3d79f20dc36cb35a,chủ sở hữu xe cơ giới,ACTOR,3,accept,auto_accept_count_ge_3,chủ sở hữu xe cơ giới,ACTOR,False,ACTOR:3,1,1,151_2024_nd_cp.dieu_11.khoan_1.diem_a.passage.s001,chủ sở hữu xe cơ giới,"151/2024/ND-CP > Chương III. CƠ SỞ DỮ LIỆU VỀ TRẬT TỰ, AN TOÀN GIAO THÔNG ĐƯỜNG BỘ; THU THẬP, QUẢN LÝ, KHAI THÁC, KẾT NỐI, CHIA SẺ THÔNG TIN TRONG CƠ SỞ DỮ LIỆU VỀ TRẬT TỰ, AN TOÀN GIAO THÔNG ĐƯỜNG BỘ > Điều 11. Thông tin trong Cơ sở dữ liệu về trật tự, an toàn giao thông đường bộ > Khoản 1. Thông tin về đăng ký, quản lý xe cơ giới, xe máy chuyên dùng: > Điểm a. Thông tin về chủ sở hữu xe cơ giới, xe máy chuyên dùng:"
sf_011016bcb22921f6,chủ tịch hội đồng,ACTOR,3,accept,auto_accept_count_ge_3,chủ tịch hội đồng,ACTOR,False,ACTOR:3,1,1,12_2025_tt_bca.dieu_6.khoan_1.diem_a.passage.s001,Chủ tịch Hội đồng,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 6. Hội đồng sát hạch > Khoản 1. Hội đồng sát hạch được thành lập theo quyết định tổ chức kỳ sát hạch lái xe do Giám đốc Công an tỉnh, thành phố trực thuộc Trung ương (sau đây viết gọn là Giám đốc Công an cấp tỉnh) ban hành, gồm: > Điểm a. Chủ tịch Hội đồng là lãnh đạo Phòng Cảnh sát giao thông;"
sf_ad88ac4e399f429a,cán bộ phòng cảnh sát giao thông,ACTOR,3,accept,auto_accept_count_ge_3,cán bộ phòng cảnh sát giao thông,ACTOR,False,ACTOR:3,1,1,13_2025_tt_bca.dieu_1.khoan_7.text_1.passage.s002,Cán bộ Phòng Cảnh sát giao thông,"13/2025/TT-BCA > Điều 1. Sửa đổi, bổ sung một số điều của Thông tư số 34/2018/TT-BCA ngày 15 tháng 10 năm 2018 của Bộ trưởng Bộ Công an quy định trình tự điều tra, giải quyết tai nạn giao thông đường sắt của lực lượng Cảnh sát giao thông > Khoản 7. Sửa đổi, bổ sung khoản 11 Điều 15 như sau: > Đoạn 1"
sf_d2a5750fcafd322a,"công an các đơn vị, địa phương",ACTOR,3,accept,auto_accept_count_ge_3,"công an các đơn vị, địa phương",ACTOR,False,ACTOR:3,2,2,13_2025_tt_bca.dieu_14.khoan_4.passage.s001,"Công an các đơn vị, địa phương","13/2025/TT-BCA > Điều 14. Điều khoản thi hành > Khoản 4. Trong quá trình triển khai thực hiện Thông tư này, nếu có khó khăn, vướng mắc, Công an các đơn vị, địa phương báo cáo về Bộ Công an (qua Cục Cảnh sát giao thông) để kịp thời hướng dẫn./."
sf_279e22a0586a768e,cơ quan cảnh sát điều tra,ACTOR,3,accept,auto_accept_count_ge_3,cơ quan cảnh sát điều tra,ACTOR,False,ACTOR:3,1,1,13_2025_tt_bca.dieu_1.khoan_7.text_1.passage.s003,Cơ quan Cảnh sát điều tra,"13/2025/TT-BCA > Điều 1. Sửa đổi, bổ sung một số điều của Thông tư số 34/2018/TT-BCA ngày 15 tháng 10 năm 2018 của Bộ trưởng Bộ Công an quy định trình tự điều tra, giải quyết tai nạn giao thông đường sắt của lực lượng Cảnh sát giao thông > Khoản 7. Sửa đổi, bổ sung khoản 11 Điều 15 như sau: > Đoạn 1"
sf_61415084bbcd0766,cơ quan cấp giấy phép lái xe,ACTOR,3,accept,auto_accept_count_ge_3,cơ quan cấp giấy phép lái xe,ACTOR,False,ACTOR:3,2,2,12_2025_tt_bca.dieu_22.khoan_3.diem_d.passage.s002,cơ quan cấp giấy phép lái xe,"12/2025/TT-BCA > Chương III. CẤP, ĐỔI, CẤP LẠI, THU HỒI GIẤY PHÉP LÁI XE > Điều 22. Đổi giấy phép lái xe quân sự do Bộ Quốc phòng cấp > Khoản 3. Trình tự thực hiện > Điểm d. Việc trả giấy phép lái xe được thực hiện tại cơ quan tiếp nhận hồ sơ hoặc thông qua dịch vụ bưu chính theo yêu cầu của cá nhân. Khi nhận giấy phép lái xe, người lái xe chịu trách nhiệm gửi giấy phép lái xe đã được cấp đến cơ quan cấp giấy phép lái xe để tiêu hủy theo quy định."
sf_f2d027c1bc252bd6,cơ quan đại diện việt nam ở nước ngoài,ACTOR,3,accept,auto_accept_count_ge_3,cơ quan đại diện việt nam ở nước ngoài,ACTOR,False,ACTOR:3,1,1,118_2025_qh15.dieu_3.khoan_12.text_1.passage.s001,cơ quan đại diện Việt Nam ở nước ngoài,"118/2025/QH15 > Điều 3. Sửa đổi, bổ sung một số điều của Luật Xuất cảnh, nhập cảnh của công dân Việt Nam > Khoản 12. Sửa đổi, bổ sung khoản 2 Điều 46 như sau: > Đoạn 1"
sf_ada7206c84934a02,cơ sở đào tạo lái xe mô tô,ACTOR,3,accept,auto_accept_count_ge_3,cơ sở đào tạo lái xe mô tô,ACTOR,True,INFRASTRUCTURE:1; ACTOR:3,1,1,14_2025_tt_bxd.dieu_1.text_1.passage.s003,cơ sở đào tạo lái xe mô tô,14/2025/TT-BXD > Chương I. QUY ĐỊNH CHUNG > Điều 1. Phạm vi điều chỉnh > Đoạn 1
sf_7eacf15e2141043d,"cơ sở đào tạo lái xe mô tô các hạng a1, a, b1",ACTOR,3,accept,auto_accept_count_ge_3,"cơ sở đào tạo lái xe mô tô các hạng a1, a, b1",ACTOR,False,ACTOR:3,1,1,14_2025_tt_bxd.dieu_30.khoan_1.diem_d.passage.s001,"Cơ sở đào tạo lái xe mô tô các hạng A1, A, B1","14/2025/TT-BXD > Chương V. TRÁCH NHIỆM CỦA CÁC CƠ QUAN, ĐƠN VỊ > Điều 30. Cơ sở đào tạo lái xe > Khoản 1. Đối với công tác đào tạo lái xe: > Điểm d. Cơ sở đào tạo lái xe mô tô các hạng A1, A, B1 phải duy trì, tăng cường cơ sở vật chất, trang thiết bị phục vụ giảng dạy bảo đảm điều kiện theo quy định;"
sf_1fb50cc45ca2350b,cơ sở đăng kiểm,ACTOR,3,accept,auto_accept_count_ge_3,cơ sở đăng kiểm,ACTOR,False,ACTOR:3,1,1,118_2025_qh15.dieu_7.khoan_9.text_1.passage.s001,Cơ sở đăng kiểm,"118/2025/QH15 > Điều 7. Sửa đổi, bổ sung một số điều của Luật Trật tự, an toàn giao thông đường bộ > Khoản 9. Sửa đổi, bổ sung khoản 1 Điều 43 như sau: > Đoạn 1"
sf_5c6c6808686557b6,giáo viên dạy lái xe nguyễn văn a,ACTOR,3,accept,auto_accept_count_ge_3,giáo viên dạy lái xe nguyễn văn a,ACTOR,False,ACTOR:3,1,1,14_2025_tt_bxd.mau_so_01_mau_phu_hieu_giao_vien_day_lai_xe.table_1.passage.s001,GIÁO VIÊN DẠY LÁI XE NGUYỄN VĂN A,Mẫu số 01 > Phù hiệu giáo viên dạy lái xe > Mẫu số 01. Phù hiệu giáo viên dạy lái xe > Bảng 1
sf_79466e51fa579260,học sinh,ACTOR,3,accept,auto_accept_count_ge_3,học sinh,ACTOR,False,ACTOR:3,1,1,151_2024_nd_cp.dieu_5.passage.s001,học sinh,"151/2024/ND-CP > Chương II. GIÁO DỤC KIẾN THỨC PHÁP LUẬT VỀ TRẬT TỰ, AN TOÀN GIAO THÔNG ĐƯỜNG BỘ > Điều 5. Hướng dẫn kỹ năng lái xe gắn máy an toàn cho học sinh bắt đầu vào học trung học phổ thông và cơ sở giáo dục nghề nghiệp"
sf_a519c9c0f108220d,học viên dự tập huấn,ACTOR,3,accept,auto_accept_count_ge_3,học viên dự tập huấn,ACTOR,False,ACTOR:3,1,1,12_2025_tt_bca.dieu_8.khoan_3.text_1.passage.s001,Học viên dự tập huấn,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 8. Tập huấn, kiểm tra và cấp, đổi, cấp lại, thu hồi thẻ sát hạch viên thuộc lực lượng Công an nhân dân > Khoản 3. Kiểm tra > Đoạn 1"
sf_e95d9c85866cbcc5,học viên tập lái xe nguyễn văn b,ACTOR,3,accept,auto_accept_count_ge_3,học viên tập lái xe nguyễn văn b,ACTOR,False,ACTOR:3,1,1,14_2025_tt_bxd.mau_so_02_mau_phu_hieu_hoc_vien_tap_lai_xe.table_1.passage.s001,HỌC VIÊN TẬP LÁI XE NGUYỄN VĂN B,Mẫu số 02 > Phù hiệu học viên tập lái xe > Mẫu số 02. Phù hiệu học viên tập lái xe > Bảng 1
sf_b049d3815d891f1c,hội đồng,ACTOR,3,accept,auto_accept_count_ge_3,hội đồng,ACTOR,False,ACTOR:3,2,2,12_2025_tt_bca.phu_luc_vii_nhiem_vu_quyen_han_cua_hoi_dong_sat_hach.p_88.passage.s001,Hội đồng,"Phụ lục VII > NHIỆM VỤ, QUYỀN HẠN CỦA HỘI ĐỒNG SÁT HẠCH > II. BIỂU MẪU BIÊN BẢN > 2. Các thông tin về kỳ sát hạch: > - Sát hạch do giấy phép lái xe quá thời hạn sử dụng và mất, quá thời hạn sử dụng tổng số …. lái xe, gồm các hạng: B: ……..; C1: ……; C: …..; D1: …..; D2: …..; D: …….; BE:............; C1E: ……; CE: …..; D1E: …..; D2E: …..; DE…… ; > Đoạn 88"
sf_296417e3c571f9f7,khách hàng,ACTOR,3,accept,auto_accept_count_ge_3,khách hàng,ACTOR,False,ACTOR:3,3,3,12_2017_qh14.dieu_1.khoan_48.text_1.passage.s007,khách hàng,"12/2017/QH14 > Điều 1. Sửa đổi, bổ sung, bãi bỏ một số điều của Bộ luật Hình sự số 100/2015/QH13 > Khoản 48. Sửa đổi, bổ sung tên điều và khoản 1 Điều 206 như sau: > Đoạn 1"
sf_93a81823ef83dd97,người dưới 18 tuổi phạm tội,ACTOR,3,accept,auto_accept_count_ge_3,người dưới 18 tuổi phạm tội,ACTOR,False,ACTOR:3,1,1,100_2015_qh13.dieu_91.khoan_1.text_1.passage.s001,người dưới 18 tuổi phạm tội,"100/2015/QH13 > Phần thứ nhất. NHỮNG QUY ĐỊNH CHUNG > Chương XII. NHỮNG QUY ĐỊNH ĐỐI VỚI NGƯỜI DƯỚI 18 TUỔI PHẠM TỘI > Mục 1. QUY ĐỊNH CHUNG VỀ XỬ LÝ HÌNH SỰ ĐỐI VỚI NGƯỜI DƯỚI 18 TUỔI PHẠM TỘI > Điều 91. Nguyên tắc xử lý đối với người dưới 18 tuổi phạm tội > Khoản 1. Việc xử lý người dưới 18 tuổi phạm tội phải bảo đảm lợi ích tốt nhất của người dưới 18 tuổi và chủ yếu nhằm mục đích giáo dục, giúp đỡ họ sửa chữa sai lầm, phát triển lành mạnh, trở thành công dân có ích cho xã hội. > Đoạn 1"
sf_f57d55901f1809a3,người không có nhiệm vụ,ACTOR,3,accept,auto_accept_count_ge_3,người không có nhiệm vụ,ACTOR,False,ACTOR:3,1,1,12_2025_tt_bca.phu_luc_vi_quy_trinh_sat_hach_hang_c1e_ce.appendix_item_decimal_1.4.passage.s001,người không có nhiệm vụ,"Phụ lục VI > QUY TRÌNH SÁT HẠCH HẠNG C1E, CE > C. SÁT HẠCH THỰC HÀNH > I. Sát hạch lái xe trong hình > 1. Đối với sát hạch viên: > 1.4. Theo dõi quá trình sát hạch, không để người không có nhiệm vụ ngồi trên xe sát hạch hoặc vào sân sát hạch; không để thí sinh mang điện thoại di động, thiết bị viễn thông lên xe sát hạch và báo cáo Chủ tịch hội đồng sát hạch trường hợp thí sinh cố tình vi phạm."
sf_cc0d8d4c9dc851d1,nhân viên phục vụ trên xe,ACTOR,3,accept,auto_accept_count_ge_3,nhân viên phục vụ trên xe,ACTOR,False,ACTOR:3,1,1,158_2024_nd_cp.mau_so_02_phuong_an_kinh_doanh_van_tai_duong_bo_quoc_te_giua_vn_lao.field_lai_xe_nhan_vien_phuc_vu_tren_xe_15.passage.s001,nhân viên phục vụ trên xe,"Mẫu số 02 > Phương án kinh doanh vận tải đường bộ quốc tế giữa Việt Nam và Lào > Mẫu số 02. Phương án kinh doanh vận tải đường bộ quốc tế giữa Việt Nam và Lào > Lái xe, nhân viên phục vụ trên xe"
sf_096c796c368f0034,phòng cảnh sát giao thông công an tỉnh,ACTOR,3,accept,auto_accept_count_ge_3,phòng cảnh sát giao thông công an tỉnh,ACTOR,False,ACTOR:3,1,1,12_2025_tt_bca.mau_so_01_ban_de_nghi_xac_minh_giay_phep_lai_xe.field_phong_canh_sat_giao_thong_cong_an_tinh_6.passage.s001,Phòng Cảnh sát giao thông Công an tỉnh,Mẫu số 01 > BẢN ĐỀ NGHỊ XÁC MINH GIẤY PHÉP LÁI XE > Mẫu số 01 > Phòng Cảnh sát giao thông Công an tỉnh
sf_02c7bc61d069fab7,trưởng phòng,ACTOR,3,accept,auto_accept_count_ge_3,trưởng phòng,ACTOR,False,ACTOR:3,1,1,13_2025_tt_bca.dieu_1.khoan_4.text_1.passage.s001,Trưởng phòng,"13/2025/TT-BCA > Điều 1. Sửa đổi, bổ sung một số điều của Thông tư số 34/2018/TT-BCA ngày 15 tháng 10 năm 2018 của Bộ trưởng Bộ Công an quy định trình tự điều tra, giải quyết tai nạn giao thông đường sắt của lực lượng Cảnh sát giao thông > Khoản 4. Sửa đổi, bổ sung khoản 8 Điều 7 như sau: > Đoạn 1"
sf_24c8395f4325fcba,tổ giám sát,ACTOR,3,accept,auto_accept_count_ge_3,tổ giám sát,ACTOR,False,ACTOR:3,1,1,12_2025_tt_bca.dieu_11.khoan_5.diem_b.passage.s001,Tổ giám sát,"12/2025/TT-BCA > Chương II. SÁT HẠCH LÁI XE > Điều 11. Giám sát kỳ sát hạch > Khoản 5. Quyền hạn của Tổ giám sát > Điểm b. Đối với trường hợp vi phạm nghiêm trọng liên quan đến nội dung, quy trình sát hạch, kết quả sát hạch, Tổ giám sát phải lập biên bản và báo cáo Cục trưởng Cục Cảnh sát giao thông đề nghị Giám đốc Công an cấp tỉnh xem xét, xử lý."
sf_5a7b44d1e259cdad,điều khiển xe,ACTOR,3,accept,auto_accept_count_ge_3,điều khiển xe,ACTOR,True,BEHAVIOR:6; ACTOR:3,1,1,12_2025_tt_bca.phu_luc_v_quy_trinh_sat_hach_hang_be_d1e_d2e_de.appendix_point_b.passage.s001,điều khiển xe,"Phụ lục V > QUY TRÌNH SÁT HẠCH HẠNG BE, D1E, D2E, DE > C. SÁT HẠCH THỰC HÀNH > I. Sát hạch lái xe trong hình > 2. Đối với người dự sát hạch > 2.2. Thực hiện các bài sát hạch. > 2.2.1. Trình tự và các bước thực hiện: > b) Khi có hiệu lệnh xuất phát, điều khiển xe tiến qua hình có 05 cọc chuẩn và vòng quay trở lại cho đến khi bánh xe sau của xe qua vạch kết thúc bài sát hạch."
sf_89d328e25972a87f,đơn vị kinh doanh vận tải hành khách theo tuyến cố định,ACTOR,3,accept,auto_accept_count_ge_3,đơn vị kinh doanh vận tải hành khách theo tuyến cố định,ACTOR,False,ACTOR:3,1,1,158_2024_nd_cp.dieu_11.khoan_2.diem_a.passage.s001,đơn vị kinh doanh vận tải hành khách theo tuyến cố định,"158/2024/ND-CP > Chương II. QUY ĐỊNH VỀ HOẠT ĐỘNG VẬN TẢI ĐƯỜNG BỘ TRONG NƯỚC > Mục 1. QUY ĐỊNH VỀ KINH DOANH VẬN TẢI BẰNG XE Ô TÔ, BẰNG XE BỐN BÁNH CÓ GẮN ĐỘNG CƠ > Điều 11. Quy định về công tác bảo đảm an toàn trong hoạt động vận tải bằng xe ô tô, bằng xe bốn bánh có gắn động cơ > Khoản 2. Người trực tiếp điều hành vận tải của đơn vị kinh doanh vận tải phải bảo đảm các yêu cầu như sau: > Điểm a. Đối với đơn vị kinh doanh vận tải hành khách theo tuyến cố định, kinh doanh vận tải hành khách bằng xe buýt, bằng xe taxi và các đơn vị kinh doanh vận tải hàng hóa sử dụng xe ô tô kéo rơ moóc, xe ô tô đầu kéo kéo theo sơ mi rơ moóc phải có trình độ chuyên môn về vận tải (có chứng chỉ sơ cấp chuyên ngành vận tải hoặc có bằng tốt nghiệp trung cấp chuyên ngành vận tải hoặc đường bộ trở lên);"
